X,Result
-3.141592653589793,2.241951114950618E-8
-3.041592653589793,0.11029033207297437
-2.941592653589793,0.24178740108735822
-2.841592653589793,0.3933810697849007
-2.7415926535897928,0.5592792272074081
-2.6415926535897927,0.7263270713714696
-2.5415926535897926,0.8727276511415897
-2.4415926535897925,0.9713167898048616
-2.3415926535897924,0.999147558901581
-2.2415926535897923,0.9490282876218847
-2.1415926535897922,0.8336804616093428
-2.041592653589792,0.6785513746190973
-1.941592653589792,0.5099618122690152
-1.841592653589792,0.347256216445147
-1.7415926535897919,0.20119265304729492
-1.6415926535897918,0.07591668578435092
-1.5415926535897917,-0.028359345477774137
-1.4415926535897916,-0.11329481074352406
-1.3415926535897915,-0.18117368957948146
-1.2415926535897914,-0.23426155441617813
-1.1415926535897913,-0.2745218397991681
-1.0415926535897913,-0.303518291463228
-0.9415926535897913,-0.32240188554439764
-0.8415926535897913,-0.3319283808946842
-0.7415926535897913,-0.3324799344072021
-0.6415926535897913,-0.32407868056295525
-0.5415926535897914,-0.306387566676799
-0.4415926535897914,-0.278698204717906
-0.3415926535897914,-0.23990979376593108
-0.2415926535897914,-0.1885100081393934
-0.1415926535897914,-0.12258208249121182
-0.04159265358979139,-0.03988758367288104
0.058407346410208616,3.162199568982948
0.15840734641020862,1.3165268982548624
0.2584073464102086,0.7626557197379326
0.35840734641020866,0.49630451327549574
0.45840734641020864,0.3430578401662771
0.5584073464102086,0.2459105843287406
0.6584073464102086,0.1804773551979887
0.7584073464102086,0.13455658770719744
0.8584073464102085,0.10137466139776707
0.9584073464102085,0.07688165390163998
1.0584073464102086,0.05851529790762583
1.1584073464102087,0.04458364976687945
1.2584073464102088,0.03392851843105837
1.3584073464102089,0.0257351015437473
1.458407346410209,0.019415374349625734
1.558407346410209,0.014537091457256091
1.6584073464102091,0.010776630986203451
1.7584073464102092,0.007888279745336584
1.8584073464102093,0.005682909506931166
1.9584073464102094,0.004013804402426879
2.0584073464102093,0.0027655260134691376
2.1584073464102094,0.0018467169902031564
2.2584073464102095,0.0011846606086678504
2.3584073464102095,7.209191731501008E-4
2.4584073464102096,4.083742031853202E-4
2.5584073464102097,2.0888539020993038E-4
2.65840734641021,9.140649083866278E-5
2.75840734641021,3.062449921187278E-5
2.85840734641021,5.8475131360519855E-6
2.95840734641021,1.4080276195618243E-7
3.05840734641021,-3.709317653952595E-7
3.1584073464102103,-7.0490377694489045E-6
3.2584073464102103,-2.9188935384470027E-5
3.3584073464102104,-7.437305708395453E-5
3.4584073464102105,-1.4876967844855608E-4
3.5584073464102106,-2.5736831573455667E-4
3.6584073464102107,-4.0419162218160824E-4
3.758407346410211,-5.92407706071467E-4
3.858407346410211,-8.245271334381475E-4
3.958407346410211,-0.0011024773530448225
4.058407346410211,-0.0014277382966353426
4.15840734641021,-0.0018012988044614844
4.25840734641021,-0.0022238831305754075
4.3584073464102095,-0.0026959083523968564
4.458407346410209,-0.003217611084447964
4.558407346410209,-0.003788876300626804
4.6584073464102085,-0.004409556631080691
4.758407346410208,-0.00507932485060662
4.858407346410208,-0.005797822396429445
4.958407346410207,-0.006564371485885061
5.058407346410207,-0.007378418111145086
5.158407346410207,-0.008239282839111456
5.258407346410206,-0.009146345460944926
5.358407346410206,-0.010098646370578
5.458407346410206,-0.011095467114818751
5.558407346410205,-0.012135981168822352
5.658407346410205,-0.013219481074687432
5.758407346410205,-0.01434487406164426
5.858407346410204,-0.015511404470466342
5.958407346410204,-0.016718206710852283
6.0584073464102035,-0.01796457710787198
6.158407346410203,-0.019249368874073223
6.258407346410203,-0.02057185523421491
6.358407346410202,-0.021931187704256276
6.458407346410202,-0.02332671262945645
6.558407346410202,-0.024757270926917874
6.658407346410201,-0.026222197569971947
6.758407346410201,-0.02772068912322866
6.858407346410201,-0.029251955579322527
6.9584073464102,-0.030815471265693874
7.0584073464102,-0.032410023044086675
7.1584073464102,-0.034035073106230225
7.258407346410199,-0.03568989052494154
7.358407346410199,-0.03737403176484619
7.4584073464101985,-0.03908630136832788
7.558407346410198,-0.04082624398384452
7.658407346410198,-0.04259319023834929
7.7584073464101975,-0.04438677819941116
7.858407346410197,-0.0462058335066263
7.958407346410197,-0.04804998114454978
8.058407346410197,-0.049918611852949046
8.158407346410197,-0.0518114415490399
8.258407346410197,-0.05372731743307355
8.358407346410196,-0.05566594037103713
8.458407346410196,-0.05762675778737433
8.558407346410196,-0.05960923049074561
8.658407346410195,-0.061613209181066116
8.758407346410195,-0.06363748209138684
8.858407346410194,-0.06568187668139351
8.958407346410194,-0.06774590499969818
9.058407346410194,-0.06982948278814752
9.158407346410193,-0.07193141647800856
9.258407346410193,-0.07405159675045264
9.358407346410193,-0.07618958229015077
9.458407346410192,-0.0783449426222431
9.558407346410192,-0.08051771626606813
9.658407346410192,-0.08270663559589642
9.758407346410191,-0.08491170667621901
9.858407346410191,-0.08713254011572491
9.95840734641019,-0.08936922562140545
