X,Result
-6.283185307179586,1.5224213857554244E-8
-6.183185307179587,0.09983342621962316
-6.083185307179587,0.19866933676869444
-5.983185307179587,0.2955202103598435
-5.883185307179588,0.38941834458001484
-5.783185307179588,0.4794255051914656
-5.683185307179588,0.5646424525033104
-5.583185307179589,0.6442176742839342
-5.483185307179589,0.7173560829370964
-5.383185307179589,0.7833269047770135
-5.28318530717959,0.8414709818806025
-5.18318530717959,0.8912073583118444
-5.0831853071795905,0.9320391139557203
-4.983185307179591,0.9635582024726581
-4.883185307179591,0.9854497402772181
-4.783185307179592,0.9974949927458687
-4.683185307179592,0.999573606667876
-4.583185307179592,0.991664812569291
-4.483185307179593,0.9738475946019439
-4.383185307179593,0.9463000660641283
-4.283185307179593,0.9092974140904468
-4.183185307179594,0.8632093592420438
-4.083185307179594,0.8084963995681681
-3.983185307179594,0.7457052097699793
-3.883185307179594,0.6754631792083475
-3.783185307179594,0.5984721700756445
-3.6831853071795937,0.5155013866403029
-3.5831853071795936,0.42737988855887477
-3.4831853071795935,0.33498815475674065
-3.3831853071795934,0.2392493317128925
-3.2831853071795933,0.1411200093923972
-3.1831853071795932,0.04158063366678072
-3.083185307179593,-0.05837415913632699
-2.983185307179593,-0.15774570255121872
-2.883185307179593,-0.25554110643180694
-2.783185307179593,-0.3507832299451226
-2.683185307179593,-0.44252044442169514
-2.5831853071795927,-0.5298361414567612
-2.4831853071795926,-0.6118578766109178
-2.3831853071795925,-0.6877661520482214
-2.2831853071795924,-0.7568024918601162
-2.1831853071795924,-0.8182771094521083
-2.0831853071795923,-0.871575771686112
-1.9831853071795922,-0.9161659364338571
-1.883185307179592,-0.9516020839184669
-1.783185307179592,-0.9775301220949356
-1.683185307179592,-0.9936910054997135
-1.5831853071795918,-0.9999232583096659
-1.4831853071795917,-0.9961646091163378
-1.3831853071795916,-0.9824526018294585
-1.2831853071795916,-0.9589242705885523
-1.1831853071795915,-0.9258146809069905
-1.0831853071795914,-0.8834546552688894
-0.9831853071795914,-0.8322674420956759
-0.8831853071795914,-0.7727644939128936
-0.7831853071795915,-0.7055403272672638
-0.6831853071795915,-0.6312666382503058
-0.5831853071795915,-0.5506855426639812
-0.4831853071795915,-0.46460217942214554
-0.38318530717959154,-0.373876664340082
-0.28318530717959156,-0.27941549816667877
-0.18318530717959156,-0.1821625042714606
-0.08318530717959155,-0.08308940282296995
