X,Result
-6.283185307179586,1.522421415379773E-8
-6.183185307179587,0.11029032919510764
-6.083185307179587,0.24178740376036426
-5.983185307179587,0.39338105805562174
-5.883185307179588,0.5592792155790253
-5.783185307179588,0.7263269699343499
-5.683185307179588,0.8727276425104511
-5.583185307179589,0.9713167625363174
-5.483185307179589,0.9991475428136621
-5.383185307179589,0.9490283719950838
-5.28318530717959,0.8336805077268359
-5.18318530717959,0.6785513978066556
-5.0831853071795905,0.5099618347230029
-4.983185307179591,0.3472562265116667
-4.883185307179591,0.2011926570891647
-4.783185307179592,0.07591668715454977
-4.683185307179592,-0.028359363288445922
-4.583185307179592,-0.11329481873180884
-4.483185307179593,-0.18117368864463065
-4.383185307179593,-0.23426155241555754
-4.283185307179593,-0.27452183851830336
-4.183185307179594,-0.30351828999038977
-4.083185307179594,-0.3224018778713755
-3.983185307179594,-0.33192837588880597
-3.883185307179594,-0.33247993141587595
-3.783185307179594,-0.3240786894641841
-3.6831853071795937,-0.30638757260280786
-3.5831853071795936,-0.2786982095422798
-3.4831853071795935,-0.2399097992605489
-3.3831853071795934,-0.18851001164659717
-3.2831853071795933,-0.12258208357917474
-3.1831853071795932,-0.03988755719893646
-3.083185307179593,0.06188069181417418
-2.983185307179593,0.18451229808111327
-2.883185307179593,0.3281212162416726
-2.783185307179593,0.4891884193751394
-2.683185307179593,0.6579181988774592
-2.5831853071795927,0.8160489455353885
-2.4831853071795926,0.9378336179384302
-2.3831853071795925,0.997090914562611
-2.2831853071795924,0.9789405951139628
-2.1831853071795924,0.8880937323955834
-2.0831853071795923,0.7461132287424992
-1.9831853071795922,0.5802745027626258
-1.883185307179592,0.41334485759865136
-1.783185307179592,0.2595398231906775
-1.683185307179592,0.12542268283791755
-1.5831853071795918,0.012543092965940555
-1.4831853071795917,-0.08017506052354893
-1.3831853071795916,-0.1548626063578634
-1.2831853071795916,-0.21384300102210144
-1.1831853071795915,-0.25922487783173426
-1.0831853071795914,-0.29274302290049486
-0.9831853071795914,-0.3157188933416018
-0.8831853071795914,-0.3290698492665735
-0.7831853071795915,-0.33333115810471625
-0.6831853071795915,-0.32867382353722413
-0.5831853071795915,-0.31491095214392545
-0.4831853071795915,-0.2914908103639584
-0.38318530717959154,-0.25747860571024794
-0.28318530717959156,-0.21153459152168252
-0.18318530717959156,-0.15190604300330351
-0.08318530717959155,-0.07647019588384177
