X,Result
-6.283185307179586,1.0000000042344908
-6.183185307179587,0.995004167758216
-6.083185307179587,0.9800665792769055
-5.983185307179587,0.9553364639447154
-5.883185307179588,0.9210609791194322
-5.783185307179588,0.8775825532017664
-5.683185307179588,0.8253356099029746
-5.583185307179589,0.764842184438507
-5.483185307179589,0.6967067077524188
-5.383185307179589,0.6216099987808478
-5.28318530717959,0.5403023233529168
-5.18318530717959,0.45359613129380694
-5.0831853071795905,0.3623577599570516
-4.983185307179591,0.2674988316166459
-4.883185307179591,0.16996714450451253
-4.783185307179592,0.07073720251153132
-4.683185307179592,-0.02919954108355113
-4.583185307179592,-0.128844504408951
-4.483185307179593,-0.22720210002558333
-4.383185307179593,-0.3232895696127178
-4.283185307179593,-0.4161468379307956
-4.183185307179594,-0.5048461052784378
-4.083185307179594,-0.588501099779453
-3.983185307179594,-0.6662760125060649
-3.883185307179594,-0.7373937112635465
-3.783185307179594,-0.801143613526754
-3.6831853071795937,-0.8568887524475515
-3.5831853071795936,-0.9040721416125655
-3.4831853071795935,-0.9422223532964534
-3.3831853071795934,-0.9709581707995515
-3.2831853071795933,-0.989992499015181
-3.1831853071795932,-0.9991351512536906
-3.083185307179593,-0.9982947761704263
-2.983185307179593,-0.9874797700436495
-2.883185307179593,-0.9667981871221463
-2.783185307179593,-0.9364566853408132
-2.683185307179593,-0.8967584156966186
-2.5831853071795927,-0.8481000315228606
-2.4831853071795926,-0.7909677118658535
-2.3831853071795925,-0.7259323067376855
-2.2831853071795924,-0.6536436214624715
-2.1831853071795924,-0.5748239466468015
-2.0831853071795923,-0.49026082135668964
-1.9831853071795922,-0.4007991711308429
-1.883185307179592,-0.3073328699004218
-1.783185307179592,-0.21079579942836274
-1.683185307179592,-0.11215252697999237
-1.5831853071795918,-0.012388663460463972
-1.4831853071795917,0.08749898344730148
-1.3831853071795916,0.18651236942177699
-1.2831853071795916,0.2836621854261396
-1.1831853071795915,0.377977742169464
-1.0831853071795914,0.4685166713096407
-0.9831853071795914,0.5543743362512464
-0.8831853071795914,0.6346928763484194
-0.7831853071795915,0.7086697760965532
-0.6831853071795915,0.7755658852261305
-0.5831853071795915,0.8347127847032247
-0.4831853071795915,0.8855195164655062
-0.38318530717959154,0.9274784292527064
-0.28318530717959156,0.9601702823894854
-0.18318530717959156,0.9832684271906222
-0.08318530717959155,0.9965420973165199
